processed_intent,processed_class,processed_attributes,processed_filter_attributes,processed_key_quantity,id,user_msg,expected_intent,expected_class,expected_attributes,expected_filter_attributes,expected_key_quantity,dataset
UPDATE,article,{'title': 'title'},"{'title': 'the title', 'author': 'author'}",,60b7a390-2c1e-40a5-918f-2497670db7be,"update article with title ""the title"" and author ""the author"" set the title to ""the new title""",UPDATE,article,{'title': 'The new title'},"{'title': 'The title', 'author': 'The author'}",3,ORIGINAL
ADD,ad,"{'article': 'article', 'author': 'author'}",{},,45f51a73-40c3-4b38-acc2-f555d195e378,add article with author=anderson,ADD,article,{'author': 'Anderson'},{},1,ORIGINAL
DELETE,article,{'author': 'author'},{},,f128a253-349d-4e84-b7b8-59d1d2fdf756,"delete article when author=""anderson""",DELETE,article,{},{'author': 'Anderson'},1,ORIGINAL
READ,article,{},{},,477cbfa1-31fc-4223-9069-e4c0493c8660,show me the articles,READ,article,{},{},0,ORIGINAL
ADD,abstract,"{'title': 'title', 'author': 'author', 'abstract': 'abstract', 'keywords': 'keywords'}",{},,50c8165b-5a83-44ed-a080-054fd3ff8f46,"add article with title=the title, author=the author, abstract=the abstract, keywords=the keywords",ADD,article,"{'title': 'The title', 'author': 'The author', 'abstract': 'The abstract', 'keywords': 'The keywords'}",{},4,ORIGINAL
UPDATE,e_mail,{'co_author': 'co-author'},{'title': 'title'},,15476369-c4fa-490c-91a2-fd46e33d36a1,"update article with title ""the title"", setting the co-author as ""anderson gomes""",UPDATE,article,{'co_author': 'Anderson Gomes'},{'title': 'The title'},2,ORIGINAL
UPDATE,article,{'first_author': 'first author'},{'id': 'id'},,76eb51c7-198c-41c0-85b6-1e55968e824d,"update article with id=1, setting the first author as ""paulo maia""",UPDATE,article,{'first_author': 'Paulo Maia'},{'id': '1'},2,ORIGINAL
READ,st,{'students': 'students'},{},,53ca217f-9a24-4aa7-a249-7e09549b2689,show all students,READ,student,{},{},0,ORIGINAL
READ,view_students,{},{},,0846d236-fd60-4916-9aa1-c57510d2121f,view students,READ,student,{},{},0,ORIGINAL
READ,e_mail,{'students': 'students'},{},,f65ed15c-58ac-4420-8104-88ad13cccb83,fetch the students,READ,student,{},{},0,ORIGINAL
READ,edward_edwards,{'students': 'students'},{},,f6aeb2ad-e3df-45c6-8b2b-24bcb1407f83,get the students,READ,student,{},{},0,ORIGINAL
UPDATE,scottish,{'students': 'students'},{'name': 'name'},,8087d298-95d7-4587-8df3-995bbceea730,"for the students with name='anderson', update the name to 'anderson martins'",UPDATE,student,{'name': 'Anderson Martins'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,student,"{'name': 'name', 'student': 'paulo'}",{},,bd2d5f07-ef31-4cc9-bccf-d76a35e55013,please change student with name paulo update age to 30,UPDATE,student,{'age': '30'},{'name': 'Paulo'},2,ORIGINAL
UPDATE,adolescent,"{'students': 'students', 'name': 'name', '30': 'anderson'}",{},,b6ba0048-5d40-48e9-a61f-7fa18e0078df,"for students with name anderson, update age to 30",UPDATE,student,{'age': '30'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,age,{},None,,9bebded9-db40-46c1-9b10-fb0766ca66e0,"for students, update age to 30",UPDATE,student,{},{},0,ORIGINAL
UPDATE,student,{},None,,0f3b59cb-cc33-48fe-9ba5-6eacb880300c,update students,UPDATE,student,{},{},0,ORIGINAL
,,None,None,,9ac21917-01b7-4ef3-9c37-f5792014866a,"please, when students have the name equal to anderson, update the age to 30.",UPDATE,student,{'age': '30'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,anderson,"{'students': 'students', 'age': 'age'}",{'name': 'name'},,69779ab9-e177-4fbd-8350-1eef21440afa,update students setting the age to 42 when name is anderson,UPDATE,student,{'age': '42'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,anderson,"{'students': 'students', 'age': 'age'}",{'name': 'name'},,f7b6c202-1ed4-4e22-89ee-c402a9bb4a07,update students set the age to 42 when name is anderson,UPDATE,student,{'age': '42'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,anderson,{'name': 'name'},{'students': 'with age'},,08cc24ea-2b84-4cc8-95d0-3e27ded2bed7,set students with age to 42 when name is anderson,UPDATE,student,{'age': '42'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,adolescent,"{'students': 'students', 'name': 'name', '42': 'anderson'}",{},,35df0484-6f74-4195-b305-60dbf2445134,"for students with name anderson, update the age to 42",UPDATE,student,{'age': '42'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,adolescent,{'30': 'anderson'},{'student': 'name'},,eb5efec1-826a-4e9e-bddb-9518ce573ffd,please change student with name anderson update age to 30,UPDATE,student,{'age': '30'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,anderson,{'anderson': 'anderson'},{'student': 'name'},,a8d80e14-e792-43b7-9a67-d1a22b1a04af,"please, change the student with name='anderson', updating the age to 30",UPDATE,student,{'age': '30'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,ages,"{'students': 'students', 'name': 'name'}",{'age': 'age'},,7f7cb152-0c40-47d0-aab5-305a523985c0,"update the age to 42, for students with name='anderson'",UPDATE,student,{'age': '42'},{'name': 'Anderson'},2,ORIGINAL
ADD,adolescent,"{'student': 'student', 'name': 'name'}",{},,0e217dce-6bee-499b-99f1-7fbf1449338f,add a student with name joseph,ADD,student,{'name': 'Joseph'},{},1,ORIGINAL
READ,student,{},{},,be0d13c5-52f1-4930-b854-71db51b7adea,get students,READ,student,{},{},0,ORIGINAL
ADD,ad,"{'title': 'title', ''': 'dome'}",{},,9bffc62b-78c4-41ad-a27b-88245c19bbc5,add article with title 'dome: a no-code tool',ADD,article,{'title': 'DomE: A no-code tool'},{},1,ORIGINAL
READ,article,{},{},,e79cfae3-4b98-4441-870d-ab84d2efe3c3,get articles,READ,article,{},{},0,ORIGINAL
UPDATE,article,{'title': 'new title'},{'id': 'id'},,5b755545-dc6f-4504-a821-47e250bcbba9,"update the articles with id=1, setting the title='new title'",UPDATE,article,{'title': 'new title'},{'id': '1'},2,ORIGINAL
ADD,article,"{'title': 'title', 'author': 'author'}",{},,506d0853-de7d-4706-8f16-924cbcfbd5fd,"add article with title='title 2', author='rodrigo'",ADD,article,"{'title': 'title 2', 'author': 'Rodrigo'}",{},2,ORIGINAL
UPDATE,article,{'co_author': 'co-author'},{'id': 'id'},,387d113f-cf40-4c6d-8ab5-108687f54f0c,"update the articles with id=1, setting the co-author='layza'",UPDATE,article,{'co_author': 'Layza'},{'id': '1'},2,ORIGINAL
DELETE,article,{'id': 'id'},{},,e6bed0a2-9087-4916-87c5-1b9b628ecb63,delete the article with id=1,DELETE,article,{},{'id': '1'},1,ORIGINAL
ADD,age_45,"{'student': 'student', 'age': 'age'}",{},,559cb935-205b-4224-820c-d48b801ead7a,add a student with age=45,ADD,student,{'age': '45'},{},1,ORIGINAL
READ,e_mail,{'students': 'students'},{},,246403fd-2dc6-4faa-98c0-f77c745e1adf,show students,READ,student,{},{},0,ORIGINAL
ADD,acme,"{'company': 'name=acme, address=150 coconut street'}",{},,c095cf71-74cb-4b1e-9d68-4abe34c1311d,"include company with name=acme, address=150 coconut street",ADD,company,"{'name': 'ACME', 'address': '150 Coconut Street'}",{},2,ORIGINAL
READ,,None,None,,c6e44977-e9d6-46cf-907a-434be1d02219,list companies,READ,company,{},{},0,ORIGINAL
ADD,ad,"{'company': 'name=caju enterprises', 'owner': 'owner', 'street': 'gomes'}",{},,863394d5-19cc-425b-b366-1b460c4b5734,"add another company with name=caju enterprises, owner=anderson gomes and address=200 cumbuco street",ADD,company,"{'name': 'Caju Enterprises', 'owner': 'Anderson Gomes', 'address': '200 Cumbuco Street'}",{},3,ORIGINAL
,,None,None,,600bd93c-72d6-4012-833f-a1479cf4f06d,which company has caju in its name?,READ,company,{},{'name': 'caju'},1,ORIGINAL
,,None,None,,d3ae1b4f-e4c7-4c3f-b553-1f670ee3c4ec,"is there a company with ""caju"" in its name?",READ,company,{},{'name': 'caju'},1,ORIGINAL
DELETE,acme,{'company': 'whose name is acme'},{},,69bfb6f4-b786-45c5-841a-cf0461bfd976,delete the company whose name is acme,DELETE,company,{},{'name': 'ACME'},1,ORIGINAL
ADD,American_Beauty,"{'company': 'company', 'name': 'name', None: 'beauty'}",{},,dace25ee-fcc5-4964-84f9-dbdd7e89ff3b,add a new company with name=american beauty and owner=kevin spacey,ADD,company,"{'name': 'American Beauty', 'owner': 'Kevin Spacey'}",{},2,ORIGINAL
READ,sorted,"{'company': 'name', 'names': 'names', 'ascending_order': 'ascending order'}",{},,7407994f-685a-4807-8dac-5e286b7dccce,list company names sorted in ascending order,READ,company,{},{'names': 'sorted'},1,ORIGINAL
READ,sorted,"{'name': 'name', 'ascending_order': 'ascending order'}",{},,65f6adb6-ecf0-4b13-b1ac-dec958094578,list companies sorted by name in ascending order,READ,company,{},{'name': 'ascending'},1,ORIGINAL
ADD,American_Beauty,"{'company': 'company', 'name': 'name', 'american_beauty': 'name', 'owner': 'name'}",{},,a21060b3-8365-4948-b30d-8dcdec181793,add a new company with name=american beauty and owner=janjo chiquim,ADD,company,"{'name': 'American Beauty', 'owner': 'janjo chiquim'}",{},2,ORIGINAL
ADD,American_Beauty,"{'company': 'company', 'name': 'name', 'american_beauty': 'name', 'owner': 'name'}",{},,b47b853f-3cfb-4183-a2a4-638741eedc3f,add a new company with name=american beauty and owner=roger rommel,ADD,company,"{'name': 'American Beauty', 'owner': 'Roger Rommel'}",{},2,ORIGINAL
READ,ad,{'companies': 'name'},{},,bbb0f3bc-d178-47b8-b4e8-2538c1c6accf,"list companies, sort by name",READ,company,{},{'sort': 'by name'},1,ORIGINAL
READ,a,{'companies': 'list'},{},,98ef6928-b884-4ea7-9777-f293b831b2fc,list all companies,READ,company,{},{},0,ORIGINAL
READ,a,{'companies': 'companies'},{},,7a0043d8-eca2-4bac-b614-d99a95d0066e,show all companies,READ,company,{},{},0,ORIGINAL
ADD,ad_agency,{'company': 'name=roger arrombado'},{},,6131b059-6fa3-428e-96d9-6b01b52818b3,add company with name=roger arrombado,ADD,company,{'name': 'Roger Arrombado'},{},1,ORIGINAL
READ,cs,{'companies': 'companies'},{},,789c7c9c-7764-4bba-addf-8aeb7a88530d,get companies,READ,company,{},{},0,ORIGINAL
ADD,construcoes,{'company': 'name=mimoso construcoes'},{},,9245f09f-50a9-4eb3-a097-6fcf2b4ab8de,include a company with name=mimoso construcoes,ADD,company,{'name': 'Mimoso Construcoes'},{},1,ORIGINAL
ADD,article,"{'abstract': 'abstract', 'good_article': 'good article'}",{},,cf769d5b-6c05-450d-b816-1e89eb341c37,add article with abstract equal to 'this is a good article',ADD,article,{'abstract': 'this is a good article'},{},1,ORIGINAL
ADD,anderson,{'former_teacher': 'anderson'},{},,ec76a4c5-6bfe-4ca4-91f0-b4c9726ee992,add a former teacher with name = anderson,ADD,former_teacher,{'name': 'Anderson'},{},1,ORIGINAL
ADD,human_history,"{'abstract': 'abstract', 'good_article': 'good article', 'human_narratives': 'human narratives', 'technology': 'technology', 'evolution': 'evolution', 'impact': 'impact', 'society': 'society'}",{},,92468213-f261-4c15-bb6b-13a7e553aff4,add an article with an abstract equal to 'this is a good article about de human history. the human narratives are around the technology evolution and it's impact on society.',ADD,article,{'abstract': 'this is a good article about de human history. The human narratives are around the technology evolution and it's impact on society.'},{},1,ORIGINAL
ADD,mary,"{'student': 'student', 'name': 'name'}",{},,5bf36a71-deab-4984-9c2f-ca2bd3f93cbb,add a student with name mary,ADD,student,{'name': 'Mary'},{},1,ORIGINAL
,,None,None,,9af3d900-1065-4a8d-8b17-63feeb45288a,"i want to add a student with name 'rodrigo', age 20 and his skin color is white",ADD,student,"{'name': 'Rodrigo', 'age': '20', 'skin': 'white'}",{},3,ORIGINAL
,,None,None,,5b1a4590-f2de-426d-a2fa-c25b5700338c,"now, i want to view all students",READ,student,{},{},0,ORIGINAL
DELETE,i_want_to_delete_all_students,{'students': 'students'},{},,4ed5a161-3aaa-41d8-bcdf-f2794dee5c3e,i want to delete all students,DELETE,student,{},{},0,ORIGINAL
DELETE,,None,None,,d87a7194-2345-4008-bcb5-97e72fd8d506,delete students,DELETE,student,{},{},0,ORIGINAL
DELETE,id,{'students': 'students'},{},,2cbcf5f5-ba68-4ccd-b79f-7ad1ea7f817b,delete students with id <= 4,DELETE,student,{},{'id': '4'},1,ORIGINAL
DELETE,idx,"{'students': 'students', 'idless': 'idless'}",{},,8cea3b3d-6033-4e51-9a76-810e9aa87e43,delete students with idless than or equal to 4,DELETE,student,{},{},0,ORIGINAL
DELETE,id,{'students': 'with id less than or equal to 4'},{},,11d85a4e-c25e-4a2a-8143-854518f51e3b,delete students with id less than or equal to 4,DELETE,student,{},{'id': 'less than or equal to 4'},1,ORIGINAL
DELETE,id_1,"{'students': 'students', 'id': 'id'}",{},,f5ed91b4-31cc-4a7c-b35f-b398b2603e03,"delete students with id=1, id=2 and id=3",DELETE,student,{},{},0,ORIGINAL
READ,4,"{'students': 'students', 'id': 'id'}",{},,c2d82846-d0c8-461d-9af6-dc235b0eaa3f,get students with id <4,READ,student,{},{'id': '4'},1,ORIGINAL
READ,san_francisco,"{'students': 'students', 'name': 'name'}",{},,58105a00-1cdb-445e-8634-b2160ea09f44,get all students with name 'rodrigo',READ,student,{},{'name': 'Rodrigo'},1,ORIGINAL
,,None,None,,9c9018a9-7baf-4f8d-8271-d8ac0fc9d11c,"i want to change the name of a student with name 'rodrigo'. now, i want to set his name as 'rodrigo freitas'",UPDATE,student,{'name': 'Rodrigo Freitas'},{'name': 'Rodrigo'},2,ORIGINAL
DELETE,update,{'students': 'students'},{},,5573b241-7f06-4894-8532-94b0c256f9df,delete 'update' from all students,DELETE,student,{},{},0,ORIGINAL
READ,r,"{'students': 'students', 'r': 'r'}",{},,4f8a8445-526d-42d4-9287-7de538d22506,get all students that starts with 'r',READ,student,{},{},0,ORIGINAL
ADD,romance,"{'film': 'love, rosie', 'genre': 'genre'}",{},,b9b28ab8-d984-4f7a-abd5-f0c20227b85a,"add film with name ""love, rosie"" and genre ""romance""",ADD,film,"{'name': 'love, Rosie', 'genre': 'romance'}",{},2,ORIGINAL
READ,section,"{'section': 'section', 'film': 'film'}",{},,410ea29c-9028-4dd8-8b9f-59011e37428a,show me the section film,READ,section_film,{},{},0,ORIGINAL
READ,_film_,{'film': 'film'},{},,f657753f-e858-41fd-8b3e-5b575374b568,show me film,READ,film,{},{},0,ORIGINAL
ADD,action,"{'film': 'film', 'action': 'batman'}",{},,335cb488-4d0f-482e-8b76-14e99e64ad7d,"add film ""batman (2022)"" with genre=action",ADD,film,{'genre': 'action'},{},1,ORIGINAL
ADD,action,"{'film': 'film', 'name': 'name', 'action': 'batman'}",{},,a84bd216-312e-4792-8462-22c0cab7ebc2,"add film with name ""batman (2022)"" and genre=action",ADD,film,"{'name': 'Batman (2022)', 'genre': 'action'}",{},2,ORIGINAL
ADD,action,"{'film': 'film', 'name': 'name', 'crepusculo': 'name', 'drama': 'name'}",{},,95e0a52c-2aa5-46ea-a09e-045f43702243,"add a film with name ""avatar (2022)"" and genre=action, and another film with name=crepúsculo and genre ""drama""",ADD,film,"{'name': 'Avatar (2022)', 'genre': 'action'}",{},2,ORIGINAL
ADD,action,{'film': 'genre=action'},{},,d2593c60-aaf3-415f-9db4-64b94e0c2cc2,"add a film with name ""avatar (2022)"" and genre=action",ADD,film,"{'name': 'Avatar (2022)', 'genre': 'action'}",{},2,ORIGINAL
ADD,Crepsculo,"{'film': 'genre', 'drama': 'genre'}",{},,c6bc60b8-5070-4028-8630-c327082d0fe2,"now add film with name=crepúsculo and genre ""drama""",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,Crepsculo,"{'film': 'film', 'name': 'name', 'crepusculo': 'name', 'drama': 'name'}",{},,3d5af316-e7fd-4b8c-bdac-c0e3b7a59b73,"add film with name=crepúsculo and genre ""drama""",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,Drama,"{'film': 'genre', 'drama': 'genre'}",{},,79cdf995-88fe-4147-aaec-6d19a929ebdb,"add film with name='crepúsculo' and genre ""drama""",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,Drama,"{'film': 'film', 'name': 'name', 'crepusculo': 'name', 'drama': 'name'}",{},,2a2696d8-efe9-425f-8e83-bfefd30d1380,"add film film with name='crepúsculo' and genre=""drama""",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,Drama,"{'film': 'film', 'name': 'name', 'crepusculo': 'name', 'drama': 'name'}",{},,81c861f0-c6ca-40f6-a88d-e80d878da90e,"add film with name='crepúsculo' and genre=""drama""",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,Crepsculo,{'film': 'genre=drama'},{},,22e0bc0c-d651-4dd8-b4e4-7f0049c5c009,"add film with name ""crepúsculo"" and genre=drama",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,Crepusculo,{'film': 'genre=drama'},{},,c32d64b2-0c27-4b5f-a68c-3a3598479469,"add film with name ""crepusculo"" and genre=drama",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
READ,genre,{'film': 'genre'},{},,1db57a12-4ab4-4a7c-a410-1762dcbb337a,show me film where action is the genre,READ,film,{},{'genre': 'action'},1,ORIGINAL
READ,action,{'film': 'genre = action'},{},,6d40e2e6-4a70-42a2-8e34-41ae311dad6c,show me film where genre = action,READ,film,{},{'genre': 'action'},1,ORIGINAL
ADD,anderson,"{'student': 'student', 'name': 'name'}",{},,afe1716e-d9da-4b0b-9985-48b93c3dbe86,add a student with name=anderson,ADD,student,{'name': 'anderson'},{},1,ORIGINAL
ADD,adolescent,"{'teacher': 'teacher', 'name': 'name'}",{},,7ab7ff23-5617-4829-9206-07c8844a00d8,add a teacher with name equal to 'italo roger',ADD,teacher,{'name': 'Italo Roger'},{},1,ORIGINAL
READ,teacher,{},{},,2f9a075e-47e8-4e15-a980-e46bda5cfaa9,get all teachers,READ,teacher,{},{},0,ORIGINAL
READ,teacher,{},{},,0c93ff06-368c-414c-99ee-8349f349b959,get teachers,READ,teacher,{},{},0,ORIGINAL
READ,st,{'students': 'students'},{},,99e0cb41-747b-452c-9d19-b315598ce021,give me all students,READ,student,{},{},0,ORIGINAL
ADD,roger,{'former_student': 'roger'},{},,f60f13e6-6a3f-48f7-8bc1-fe74bfb60ed7,add a former student with name = roger,ADD,former_student,{'name': 'Roger'},{},1,ORIGINAL
ADD,domain__an_experiment,{'’': 'dome'},{},,38fb1afd-ceff-41b8-a417-a25ee576b000,"add a article with title=’dome: an experiment', abstract=’this
is a cool experiment’, keywords=’dome, ai, machine learning, self-drive systems, python’, data=’2023’, first author=’anderson
martins gomes’, co-author=’paulo henrique maia’, second author= ‘marina alves costa gomes’",ADD,article,"{'title': 'DoME: an experiment', 'abstract':'this is a cool experiment', 'keywords': 'dome, ai, machine learning, self-drive systems, python', 'date':'2023','first_author': 'anderson martins gomes', 'co_author': 'paulo henrique maia', 'second_author': 'marina alves costa gomes'}",{},7,ORIGINAL
ADD,ad,{'movie': 'name=final fantasy'},{},,fdde8c45-b7c9-43c2-8153-f3cfc68c58ad,add a movie with name=final fantasy,ADD,film,{'name': 'Final Fantasy'},{},1,ORIGINAL
READ,film,{},{},,acafae75-44ee-4772-8636-ba2028b70ac1,get movies,READ,film,{},{},0,ORIGINAL
READ,id_3,{'filmes': 'where id=3'},{},,7856b0b2-5dc2-48aa-9b84-bc61d78c05fc,get filmes where id=3,READ,film,{},{'id': '3'},1,ORIGINAL
READ,adobe,{'films': 'films'},{},,dc4ca737-52a6-4df7-b99f-06cdecd7b5f4,get films,READ,film,{},{},0,ORIGINAL
UPDATE,year,{},None,,619c6a6d-5ce2-4c1a-bf40-853c407f7e7a,"update film with id=6, setting year to 2023",UPDATE,film,{'year': '2023'},{'id': '6'},2,ORIGINAL
ADD,title_et,"{'film': 'film', 'title': 'film', 'et': 'et'}",{},,1a277c43-af56-4daf-a323-a53e2972b314,add film with title=et,ADD,film,{'title': 'ET'},{},1,ORIGINAL
ADD,adolescent,"{'student': 'student', 'name': 'name'}",{},,86869c90-0203-450d-9561-532a2bde7ea1,add student with name='anderson',ADD,student,{'name': 'anderson'},{},1,ORIGINAL
READ,adobe,{'films': 'films'},{},,7803ce7d-3a9a-4d37-9721-cfa64cc87dbb,get all films,READ,film,{},{},0,ORIGINAL
ADD,age_43,"{'student': 'student', 'age': 'age'}",{},,57fbebb6-633e-4434-9a10-ba633a0e6dc1,add a student with age=43,ADD,student,{'age': '43'},{},1,ORIGINAL
READ,julio,"{'student': 'student', 'name': 'name'}",{},,aa77f8ea-eea6-4c27-ba32-8bd144926ebc,get student with name=julio,READ,student,{},{'name': 'Julio'},1,ORIGINAL
READ,anderson,"{'student': 'student', 'name': 'name'}",{},,fe67f1ba-70a7-4345-8f45-ef7b78d609e6,get student with name=anderson,READ,student,{},{'name': 'Anderson'},1,ORIGINAL
ADD,julio,"{'student': 'student', 'name': 'name'}",{},,fb50c379-e9a9-4d51-828d-0bb4725dd41a,add student with name=julio,ADD,student,{'name': 'Julio'},{},1,ORIGINAL
,,None,None,,0dbce753-819d-45ae-9b26-7f404f1039b9,list student,READ,student,{},{},0,ORIGINAL
ADD,computer_engineering,"{'course': 'course', 'name': 'name', 'computer': 'computer', 'engineering': 'engineering'}",{},,f8fb436a-acce-4507-9149-ca27e8d8cbc2,add course with name='computer engineering',ADD,course,{'name': 'Computer Engineering'},{},1,ORIGINAL
READ,a,{},{},,ead39f17-181d-49c1-bddc-e63ec6769c07,list all entities,READ,entities,{},{},0,ORIGINAL
READ,cs,{'courses': 'courses'},{},,c601405e-7f00-4185-a34b-a789e95cbae2,get courses,READ,course,{},{},0,ORIGINAL
READ,course,{},{},,80e206e1-9c38-402d-8a13-e2711eb3807f,show course,READ,course,{},{},0,ORIGINAL
READ,student,{'class': 'name=student'},{},,7f31dbe7-0875-4647-9e7e-b2b3638549eb,get the class with name=student,READ,student,{},{'class': 'student'},1,ORIGINAL
ADD,abcd,{'student': 'name=abcd'},{},,2eba749e-1294-4b35-8a53-10a59d840d03,add student with name=abcd,ADD,student,{'name': 'abcd'},{},1,ORIGINAL
ADD,abcdef,"{'student': 'student', 'name': 'name'}",{},,e4f256af-62e8-440c-89ec-0c18cc3f0eb2,add student with name=abcdef,ADD,student,{'name': 'abcdef'},{},1,ORIGINAL
ADD,phone,{'student': 'phone'},{},,473f6b2c-a465-45e3-9c3a-9bfd17564494,"add student with name='maria', phone=123456",ADD,student,"{'name': 'maria', 'phone': '123456'}",{},2,ORIGINAL
ADD,st,"{'student': 'student', 'name': 'name'}",{},,b6945293-2124-40ef-9c0a-b2fc31dbabcf,add student with name joseph,ADD,student,{'name': 'Joseph'},{},1,ORIGINAL
UPDATE,id4,{'id': 'id'},{'student': 'age'},,c69e392b-bf18-4e11-af75-72bf02638f4f,update student age=40 when id= 4,UPDATE,student,{'age': '40'},{'id': '4'},2,ORIGINAL
ADD,domain__a_reference_architecture,"{'title': 'title', None: 'dome'}",{},,3b2d19be-ce89-4a9d-a163-0e5d019adead,"add an article with title='dome: a reference architecture, publish year = 2023",ADD,article,"{'title': 'DoME: A Reference Architecture', 'publish_year':'2023'}",{},2,ORIGINAL
ADD,reseach_architecture,"{'title': 'title', None: 'dome'}",{},,8638395b-9474-41e6-bcc5-c9b9f02d8861,"add an article with title='dome: a reference architecture', and the publish year = 2023",ADD,article,"{'title': 'DoME: A Reference Architecture', 'publish_year':'2023'}",{},2,ORIGINAL
