processed_intent,processed_class,processed_attributes,processed_filter_attributes,processed_key_quantity,id,user_msg,expected_intent,expected_class,expected_attributes,expected_filter_attributes,expected_key_quantity,dataset
UPDATE,student,{'name': 'anderson'},{'age': 'to 30'},,d212adda-c912-4720-9b07-0b1b2b267d60,"for students with name anderson, update age to 30",UPDATE,student,{'age': '30'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,student,{},None,,89bc1b09-f859-4ee8-a8ad-451cefff6c0c,"for students, update age to 30",UPDATE,student,{},{},0,ORIGINAL
UPDATE,student,{},None,,d2c3371f-912a-49cd-bcba-1b75dba957d3,update students,UPDATE,student,{},{},0,ORIGINAL
,,None,None,,d24d7fe2-7411-45c9-88a6-9556e54812b2,"please, when students have the name equal to anderson, update the age to 30.",UPDATE,student,{'age': '30'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,student,{'age': '42'},{'name': 'anderson'},,ae1aaec8-1238-4ed3-8de0-b079fbfdf4a7,update students setting the age to 42 when name is anderson,UPDATE,student,{'age': '42'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,,None,None,,defb4914-63ca-4e4b-a6be-0fe2b2518fac,update students set the age to 42 when name is anderson,UPDATE,student,{'age': '42'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,student,{'age': '42'},{'name': 'anderson'},,8ab702e3-844d-435b-b590-2d8ed0913f37,set students with age to 42 when name is anderson,UPDATE,student,{'age': '42'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,student,{'name': 'anderson'},{'age': 'to 42'},,5a0b0067-f473-40d9-9e23-df8ba1795df4,"for students with name anderson, update the age to 42",UPDATE,student,{'age': '42'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,student,{},None,,cef9df40-a322-47c1-a2bf-29e2971423e4,please change student with name anderson update age to 30,UPDATE,student,{'age': '30'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,student,{},None,,b5345828-ffc3-4f37-b1cf-c8337544e383,"please, change the student with name='anderson', updating the age to 30",UPDATE,student,{'age': '30'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,age,{},None,,2ab026ec-2a50-4531-ae81-71a0ab0311ad,"update the age to 42, for students with name='anderson'",UPDATE,student,{'age': '42'},{'name': 'Anderson'},2,ORIGINAL
ADD,student,{'name': 'joseph'},{},,1a0508dc-db03-472f-94d3-c16155c6c759,add a student with name joseph,ADD,student,{'name': 'Joseph'},{},1,ORIGINAL
READ,student,{},{},,558196a8-f076-4bfd-9601-26a57e92df91,get students,READ,student,{},{},0,ORIGINAL
ADD,ad,{'article': 'with title 'dome: a no-code tool'},{},,d59df6e3-58e9-4978-b4ad-25ad4b1d8eed,add article with title 'dome: a no-code tool',ADD,article,{'title': 'DomE: A no-code tool'},{},1,ORIGINAL
READ,article,{},{},,70596cdd-2369-43d6-a312-fe896c5783a3,get articles,READ,article,{},{},0,ORIGINAL
UPDATE,article,{'title': 'new title'},{'id': '1'},,ab9fcdc1-c78e-4347-9e64-244c3fd2b91d,"update the articles with id=1, setting the title='new title'",UPDATE,article,{'title': 'new title'},{'id': '1'},2,ORIGINAL
ADD,article,"{'title': 'title 2', 'author': 'rodrigo'}",{},,75c7e88c-f1e3-4ca5-915e-e088716230c2,"add article with title='title 2', author='rodrigo'",ADD,article,"{'title': 'title 2', 'author': 'Rodrigo'}",{},2,ORIGINAL
UPDATE,article,{'co_author': 'layza'},{'id': '1'},,409cd3d2-bce8-47b9-b50f-9abb88eb81bf,"update the articles with id=1, setting the co-author='layza'",UPDATE,article,{'co_author': 'Layza'},{'id': '1'},2,ORIGINAL
DELETE,article,{'id': '1'},{},,ec7a55bd-319f-40e6-917f-f564f65e5c4f,delete the article with id=1,DELETE,article,{},{'id': '1'},1,ORIGINAL
ADD,student,{'age': '45'},{},,4128223c-3e0b-470a-ab62-975752e9c0aa,add a student with age=45,ADD,student,{'age': '45'},{},1,ORIGINAL
READ,student,{},{},,56254aa0-2f6e-43e9-9f45-630c0279bf59,show students,READ,student,{},{},0,ORIGINAL
ADD,acme,"{'name': 'acme', 'address': '150 coconut street'}",{},,786e1bd7-825f-40d2-8b86-41141a96f291,"include company with name=acme, address=150 coconut street",ADD,company,"{'name': 'ACME', 'address': '150 Coconut Street'}",{},2,ORIGINAL
READ,,None,None,,38b904e0-df20-495f-8bb9-652ecf942c70,list companies,READ,company,{},{},0,ORIGINAL
ADD,ad,{'street': 'enterprises'},{},,12e902eb-66b8-4c88-80da-a7f13fd65c7d,"add another company with name=caju enterprises, owner=anderson gomes and address=200 cumbuco street",ADD,company,"{'name': 'Caju Enterprises', 'owner': 'Anderson Gomes', 'address': '200 Cumbuco Street'}",{},3,ORIGINAL
,,None,None,,02b42722-4eb6-4f43-a572-681984b960a6,which company has caju in its name?,READ,company,{},{'name': 'caju'},1,ORIGINAL
,,None,None,,dbf4626e-bb97-4cdf-8c71-a311df484d9b,"is there a company with ""caju"" in its name?",READ,company,{},{'name': 'caju'},1,ORIGINAL
DELETE,acme,{'company': 'whose name is acme'},{},,d4432d0b-8a21-4cf8-8ef1-e6e51077c065,delete the company whose name is acme,DELETE,company,{},{'name': 'ACME'},1,ORIGINAL
ADD,company,"{'name': 'american beauty', 'owner': 'kevin spacey'}",{},,0bec0a6a-b4a5-423b-a953-75fb63ddae3e,add a new company with name=american beauty and owner=kevin spacey,ADD,company,"{'name': 'American Beauty', 'owner': 'Kevin Spacey'}",{},2,ORIGINAL
READ,company,{'names': 'sorted in ascending order'},{},,f563d9ba-a1b5-41e6-901d-fcd0d80b52d0,list company names sorted in ascending order,READ,company,{},{'names': 'sorted'},1,ORIGINAL
READ,company,{'name': 'in ascending order'},{},,7f607d52-768c-4331-a532-b4400771f886,list companies sorted by name in ascending order,READ,company,{},{'name': 'ascending'},1,ORIGINAL
ADD,company,"{'name': 'american beauty', 'owner': 'janjo chiquim'}",{},,51059c90-864c-43f9-8434-9cf6f9b4d81e,add a new company with name=american beauty and owner=janjo chiquim,ADD,company,"{'name': 'American Beauty', 'owner': 'janjo chiquim'}",{},2,ORIGINAL
ADD,company,"{'name': 'american beauty', 'owner': 'roger rommel'}",{},,e2c070c0-5c5b-4d1d-9f7e-359c14cff94b,add a new company with name=american beauty and owner=roger rommel,ADD,company,"{'name': 'American Beauty', 'owner': 'Roger Rommel'}",{},2,ORIGINAL
READ,company,{'sort': 'name'},{},,8b5b5e5d-aaea-4148-a5af-0ccab612fc85,"list companies, sort by name",READ,company,{},{'sort': 'by name'},1,ORIGINAL
READ,a,{'companies': ''},{},,a9351c89-fb16-42b0-bdf2-411e54b9528b,list all companies,READ,company,{},{},0,ORIGINAL
READ,a,{'companies': ''},{},,281d6d5c-51f8-45a4-995c-5b8837b591a7,show all companies,READ,company,{},{},0,ORIGINAL
ADD,company,{'name': 'roger arrombado'},{},,5c926905-8d46-4a5b-95b1-b8dedef710f5,add company with name=roger arrombado,ADD,company,{'name': 'Roger Arrombado'},{},1,ORIGINAL
READ,company,{},{},,5b525877-9444-46e4-957f-378598bd8e42,get companies,READ,company,{},{},0,ORIGINAL
ADD,company,{'name': 'mimoso construcoes'},{},,74b152ac-5fe5-4283-b352-1f20582ae0a2,include a company with name=mimoso construcoes,ADD,company,{'name': 'Mimoso Construcoes'},{},1,ORIGINAL
ADD,article,{'abstract': 'equal to 'this is a good article'},{},,83b19322-091f-400e-8672-8abd7e4c1a23,add article with abstract equal to 'this is a good article',ADD,article,{'abstract': 'this is a good article'},{},1,ORIGINAL
ADD,article,"{'human_history': 'human narratives', 'technology': 'evolution', 'society': ''}",{},,9fe1b201-c545-4bdd-88a6-0abb1bfa1bf2,add an article with an abstract equal to 'this is a good article about de human history. the human narratives are around the technology evolution and it's impact on society.',ADD,article,{'abstract': 'this is a good article about de human history. The human narratives are around the technology evolution and it's impact on society.'},{},1,ORIGINAL
ADD,student,{'name': 'mary'},{},,f8b589ff-3d44-41fc-a7e2-55d757dde839,add a student with name mary,ADD,student,{'name': 'Mary'},{},1,ORIGINAL
,,None,None,,3b3e256e-f344-4b76-a43f-a98fdfd897f4,"i want to add a student with name 'rodrigo', age 20 and his skin color is white",ADD,student,"{'name': 'Rodrigo', 'age': '20', 'skin': 'white'}",{},3,ORIGINAL
,,None,None,,85e4e56d-edf0-4bae-a9df-35df8184796e,"now, i want to view all students",READ,student,{},{},0,ORIGINAL
DELETE,i_want_to_delete_all_students,{'students': ''},{},,ccd4ed1b-c111-4c61-a38c-5e5f6917e0b2,i want to delete all students,DELETE,student,{},{},0,ORIGINAL
DELETE,student,{},{},,ba450e46-d2a0-4f48-a7b9-a746f9fe7df5,delete students,DELETE,student,{},{},0,ORIGINAL
DELETE,student,{},{},,6a67d428-ee2d-4e93-ad77-b093d454b813,delete students with id <= 4,DELETE,student,{},{'id': '4'},1,ORIGINAL
DELETE,student,{'idless': 'than or equal to 4'},{},,2a52b2b7-0ef1-4e39-a137-382edffa83b5,delete students with idless than or equal to 4,DELETE,student,{},{},0,ORIGINAL
DELETE,student,{'id': 'less than or equal to 4'},{},,6a1dbfd1-195d-4aea-a864-95af4a55fbbe,delete students with id less than or equal to 4,DELETE,student,{},{'id': 'less than or equal to 4'},1,ORIGINAL
DELETE,student,{},{},,20a0148e-f392-4b7d-bf88-3dd9e6943694,"delete students with id=1, id=2 and id=3",DELETE,student,{},{},0,ORIGINAL
READ,student,{'id': '4'},{},,30abddf1-a0c7-4df3-bab8-67756dcb9c58,get students with id <4,READ,student,{},{'id': '4'},1,ORIGINAL
READ,student,{'name': 'rodrigo'},{},,ba68d206-eae6-4443-b3d8-0628b0342483,get all students with name 'rodrigo',READ,student,{},{'name': 'Rodrigo'},1,ORIGINAL
,,None,None,,969e220f-0074-4a33-9b0f-d290000b14b8,"i want to change the name of a student with name 'rodrigo'. now, i want to set his name as 'rodrigo freitas'",UPDATE,student,{'name': 'Rodrigo Freitas'},{'name': 'Rodrigo'},2,ORIGINAL
DELETE,update,{'students': ''},{},,1a22fc0d-b259-4efd-8217-728365660291,delete 'update' from all students,DELETE,student,{},{},0,ORIGINAL
READ,student,{'r': 'ts with 'r'},{},,c8a41925-743d-45d5-a7ea-37bdcf11bfe4,get all students that starts with 'r',READ,student,{},{},0,ORIGINAL
ADD,film,"{'love': 'rosie', 'genre': 'romance'}",{},,e37ff70e-eed6-4b4e-b250-d699e04f2f3d,"add film with name ""love, rosie"" and genre ""romance""",ADD,film,"{'name': 'love, Rosie', 'genre': 'romance'}",{},2,ORIGINAL
READ,section,{'section': 'film'},{},,0c4ad6fe-8bff-4dfa-beb8-2fcde6ba76b5,show me the section film,READ,section_film,{},{},0,ORIGINAL
READ,film,{},{},,c004b943-5207-48d5-a972-10aa9d641704,show me film,READ,film,{},{},0,ORIGINAL
ADD,film,{'film': 'batman'},{},,cf057acf-3369-495d-a9c6-61a833aac7eb,"add film ""batman (2022)"" with genre=action",ADD,film,{'genre': 'action'},{},1,ORIGINAL
ADD,film,"{'name': 'batman (2022)', 'genre': 'action'}",{},,9e4c7386-fd55-4b53-a4d8-77c569051f56,"add film with name ""batman (2022)"" and genre=action",ADD,film,"{'name': 'Batman (2022)', 'genre': 'action'}",{},2,ORIGINAL
ADD,film,"{'name': 'avatar (2022)', 'genre': 'action', 'film': 'with name 'avatar (2022)'}",{},,461738d3-8ce3-48f4-ae23-edd6beace9b5,"add a film with name ""avatar (2022)"" and genre=action, and another film with name=crepúsculo and genre ""drama""",ADD,film,"{'name': 'Avatar (2022)', 'genre': 'action'}",{},2,ORIGINAL
ADD,film,"{'name': 'avatar (2022)', 'genre': 'action'}",{},,96d9313e-a7b4-4e79-b79a-ed2e08eb9549,"add a film with name ""avatar (2022)"" and genre=action",ADD,film,"{'name': 'Avatar (2022)', 'genre': 'action'}",{},2,ORIGINAL
ADD,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,c324d0f7-1a43-4a49-abff-9c11fe4e43ee,"now add film with name=crepúsculo and genre ""drama""",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,b994eefe-0ec7-4d4e-b480-5bbeb357866c,"add film with name=crepúsculo and genre ""drama""",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,a1641259-086c-47ca-ae2d-8aeb03c0d39a,"add film with name='crepúsculo' and genre ""drama""",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,1c3e7cdb-432e-44aa-a467-85701d825001,"add film film with name='crepúsculo' and genre=""drama""",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,b053d159-5540-4ea8-921f-7ee7826e1b23,"add film with name='crepúsculo' and genre=""drama""",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,c4fd9dba-e720-4a7b-8e38-22dbfde06a26,"add film with name ""crepúsculo"" and genre=drama",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},,0308fa74-cba5-4d11-b3ca-775ca0369b9f,"add film with name ""crepusculo"" and genre=drama",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
READ,film,{'action': 'genre'},{},,a5843223-ded5-4c92-b1a9-9b1c946c3eeb,show me film where action is the genre,READ,film,{},{'genre': 'action'},1,ORIGINAL
READ,film,{'genre': 'action'},{},,6c382f94-5be1-4472-a933-59094412e22a,show me film where genre = action,READ,film,{},{'genre': 'action'},1,ORIGINAL
ADD,student,{'name': 'anderson'},{},,df1bd1de-d16a-410b-8cd0-745cc1452451,add a student with name=anderson,ADD,student,{'name': 'anderson'},{},1,ORIGINAL
ADD,teacher,{'name': 'equal to 'italo roger'},{},,8b4dd8a6-ae3e-422e-a178-89d591794b25,add a teacher with name equal to 'italo roger',ADD,teacher,{'name': 'Italo Roger'},{},1,ORIGINAL
READ,teacher,{},{},,2a88a573-140f-4c8b-9d13-99b24c2201e3,get all teachers,READ,teacher,{},{},0,ORIGINAL
READ,teacher,{},{},,5cbababe-d310-40b4-9c0d-20bda88fc721,get teachers,READ,teacher,{},{},0,ORIGINAL
READ,st,{'students': ''},{},,1f737cd7-c47d-4929-8360-b33e6acefeda,give me all students,READ,student,{},{},0,ORIGINAL
ADD,teacher,{'name': 'anderson'},{},,442a91b7-df91-469d-a31d-37c538f26ae0,add a former teacher with name = anderson,ADD,former_teacher,{'name': 'Anderson'},{},1,ORIGINAL
ADD,student,{'former_student': 'roger'},{},,7611994e-ee63-469c-b7a5-31032056a9c3,add a former student with name = roger,ADD,former_student,{'name': 'Roger'},{},1,ORIGINAL
ADD,article,"{'title': 'dome: an experiment', 'cool_experiment': '', 'keywords': 'dome', 'ai': '', 'machine': 'learning', 'self_drive': 'systems', 'python': '', 'data': '2023’', 'article': 'gomes'}",{},,7e8ac884-ec5c-496e-86dd-dc2b026da541,"add a article with title=’dome: an experiment', abstract=’this
is a cool experiment’, keywords=’dome, ai, machine learning, self-drive systems, python’, data=’2023’, first author=’anderson
martins gomes’, co-author=’paulo henrique maia’, second author= ‘marina alves costa gomes’",ADD,article,"{'title': 'DoME: an experiment', 'abstract':'this is a cool experiment', 'keywords': 'dome, ai, machine learning, self-drive systems, python', 'date':'2023','first_author': 'anderson martins gomes', 'co_author': 'paulo henrique maia', 'second_author': 'marina alves costa gomes'}",{},7,ORIGINAL
ADD,ad,{'name': 'final fantasy'},{},,f8c683be-0a30-4858-83d1-14e246f7b8d1,add a movie with name=final fantasy,ADD,film,{'name': 'Final Fantasy'},{},1,ORIGINAL
READ,film,{},{},,7ae4b5d7-0caa-4314-a851-5a0c2ca2cae4,get movies,READ,film,{},{},0,ORIGINAL
READ,film,{'id': '3'},{},,9bd11196-b03c-498f-9940-ee96b8ac0352,get filmes where id=3,READ,film,{},{'id': '3'},1,ORIGINAL
READ,film,{},{},,31ac9718-d22c-4cb3-842e-d42c49bb3bca,get films,READ,film,{},{},0,ORIGINAL
UPDATE,film,{'year': 'to 2023'},{'id': '6'},,5807ff86-2bdb-414c-8619-93b43171e994,"update film with id=6, setting year to 2023",UPDATE,film,{'year': '2023'},{'id': '6'},2,ORIGINAL
ADD,film,{'title': 'et'},{},,9f3c0a95-8b60-4c1a-9495-2689634fa59f,add film with title=et,ADD,film,{'title': 'ET'},{},1,ORIGINAL
ADD,student,{'name': 'anderson'},{},,53f80785-0913-41e5-8945-036bc16c6663,add student with name='anderson',ADD,student,{'name': 'anderson'},{},1,ORIGINAL
READ,film,{},{},,e2718ea3-1c4e-4574-9dbd-6f988419a445,get all films,READ,film,{},{},0,ORIGINAL
ADD,student,{'age': '43'},{},,a4003358-d9b1-48b2-85a2-8f09ff71e7a7,add a student with age=43,ADD,student,{'age': '43'},{},1,ORIGINAL
READ,student,{'name': 'julio'},{},,b0729b20-e220-4ce9-bffb-b1b9b39ebef1,get student with name=julio,READ,student,{},{'name': 'Julio'},1,ORIGINAL
READ,student,{'name': 'anderson'},{},,876bf448-260c-4538-ac21-958a0393277c,get student with name=anderson,READ,student,{},{'name': 'Anderson'},1,ORIGINAL
ADD,student,{'name': 'julio'},{},,46cc3f49-42b1-4d2d-aa2b-ecd5145ccb8a,add student with name=julio,ADD,student,{'name': 'Julio'},{},1,ORIGINAL
,,None,None,,58d3a84c-da5c-41e9-974d-30461e42d2f8,list student,READ,student,{},{},0,ORIGINAL
ADD,course,{'name': 'computer engineering'},{},,24c6e154-761b-46a6-ad71-e50a32e603eb,add course with name='computer engineering',ADD,course,{'name': 'Computer Engineering'},{},1,ORIGINAL
READ,a,{'entities': ''},{},,3da9e368-2195-4bb3-b82c-de626758b7bd,list all entities,READ,entities,{},{},0,ORIGINAL
READ,course,{},{},,bb027820-73c4-48f6-8f18-302b40850562,get courses,READ,course,{},{},0,ORIGINAL
READ,course,{},{},,8d778a79-fd03-4db2-b692-e4aede1d4b5c,show course,READ,course,{},{},0,ORIGINAL
READ,class,{'name': 'student'},{},,76268c52-a6bc-43af-a245-c94a592e89fe,get the class with name=student,READ,student,{},{'class': 'student'},1,ORIGINAL
ADD,abcd,{'name': 'abcd'},{},,e3f6e0a7-95b6-4689-a49b-391819fc40c4,add student with name=abcd,ADD,student,{'name': 'abcd'},{},1,ORIGINAL
ADD,abcdef,{'name': 'abcdef'},{},,a7feed2b-c33c-42c9-8104-c78269ac8e59,add student with name=abcdef,ADD,student,{'name': 'abcdef'},{},1,ORIGINAL
ADD,student,"{'name': 'maria', 'phone': '123456'}",{},,ff15723f-65b2-4a8a-b5c3-0ffe38713eb8,"add student with name='maria', phone=123456",ADD,student,"{'name': 'maria', 'phone': '123456'}",{},2,ORIGINAL
ADD,st,{'student': 'with name joseph'},{},,de74b3a2-84f5-4121-964a-6021b6d64ddc,add student with name joseph,ADD,student,{'name': 'Joseph'},{},1,ORIGINAL
UPDATE,student,{},None,,c184cfd8-f215-42d6-8537-01a6c344abb0,update student age=40 when id= 4,UPDATE,student,{'age': '40'},{'id': '4'},2,ORIGINAL
ADD,article,{'article': 'dome'},{},,0d460441-3a53-4abf-b93d-50bc872b8669,"add an article with title='dome: a reference architecture, publish year = 2023",ADD,article,"{'title': 'DoME: A Reference Architecture', 'publish_year':'2023'}",{},2,ORIGINAL
ADD,article,{'article': 'dome'},{},,0fac2c50-0a5a-4977-b22f-578ebc6d5792,"add an article with title='dome: a reference architecture', and the publish year = 2023",ADD,article,"{'title': 'DoME: A Reference Architecture', 'publish_year':'2023'}",{},2,ORIGINAL
ADD,2023,{'2023': 'dome'},{},,b1c0cee9-9cd0-4ade-b882-eff9dc76677b,"add an article with title='dome: a reference architecture', and year = 2023",ADD,article,"{'title': 'DoME: A Reference Architecture', 'year': '2023'}",{},2,ORIGINAL
READ,article,{},{},,272ef264-4e1b-412d-beff-038e942ce9e3,get all articles,READ,article,{},{},0,ORIGINAL
ADD,article,"{'title': 'another article', 'author': 'charles bronson'}",{},,d5d9a55a-4960-45ae-962e-8a09e4b9e265,"add article with title='another article', and author='charles bronson'",ADD,article,"{'title': 'Another Article', 'author': 'Charles Bronson'}",{},2,ORIGINAL
READ,article,{},{},,8ab9383f-3aab-42c6-a886-453d33b1c6d7,show me all articles,READ,article,{},{},0,ORIGINAL
UPDATE,article,{'author': 'madona'},{'id': '1'},,603704ff-1f99-4c0e-ad37-b971a17d80bd,"update the article with id=1, setting the author='madona'",UPDATE,article,{'author': 'Madona'},{'id': '1'},2,ORIGINAL
DELETE,article,{},{},,dc6f6d80-9a87-40bb-b6c1-171394e36abf,i want you to show me all articles,READ,article,{},{},0,ORIGINAL
ADD,article,{'title': 'experimental demonstration of shor's quantum factoring algorithm using qubits'},{},,1542a788-c143-4d44-9ab3-bb7d797e1c5e,"add a new article with title ""experimental demonstration of shor's quantum factoring algorithm using qubits""",ADD,article,{'title': 'Experimental demonstration of Shor's quantum factoring algorithm using qubits'},{},1,ORIGINAL
READ,article,{},{},,18d08aa6-d249-447d-a2e3-b63357e1651e,show all articles,READ,article,{},{},0,ORIGINAL
